Coding,Value,Meaning
240,J059,J05.9 Unspecified incision of liver
240,J06,J06 Other transjugular intrahepatic operations on blood vessel of liver
240,J061,J06.1 Transjugular intrahepatic insertion of stent into portal vein
240,J062,J06.2 Transjugular intrahepatic insertion of stent graft into portal vein
240,J068,J06.8 Other specified other transjugular intrahepatic operations on blood vessel of liver
240,J069,J06.9 Unspecified other transjugular intrahepatic operations on blood vessel of liver
240,J07,J07 Other open operations on liver
240,J071,J07.1 Open devascularisation of liver
240,J072,J07.2 Open insertion of cannula for perfusion of liver
240,J073,J07.3 Exploration of liver
240,J078,J07.8 Other specified other open operations on liver
240,J079,J07.9 Unspecified other open operations on liver
240,J08,J08 Therapeutic endoscopic operations on liver using laparoscope
240,J081,J08.1 Endoscopic removal of calculus from liver using laparoscope
240,J082,J08.2 Endoscopic insertion of cannula into gall bladder using laparoscope
240,J083,J08.3 Endoscopic microwave ablation of lesion of liver using laparoscope
240,J088,J08.8 Other specified therapeutic endoscopic operations on liver using laparoscope
240,J089,J08.9 Unspecified therapeutic endoscopic operations on liver using laparoscope
240,J09,J09 Diagnostic endoscopic examination of liver using laparoscope
240,J091,J09.1 Diagnostic endoscopic examination of liver and biopsy of lesion of liver using laparoscope
240,J092,J09.2 Laparoscopic ultrasound examination of liver and biopsy of lesion of liver
240,J093,J09.3 Laparoscopic ultrasound examination of liver NEC
240,J098,J09.8 Other specified diagnostic endoscopic examination of liver using laparoscope
240,J099,J09.9 Unspecified diagnostic endoscopic examination of liver using laparoscope
240,J10,J10 Transluminal operations on blood vessel of liver
240,J101,J10.1 Percutaneous transluminal embolisation of hepatic artery
240,J102,J10.2 Percutaneous transluminal embolisation of portal vein
240,J103,J10.3 Percutaneous transluminal injection of therapeutic substance into liver
240,J104,J10.4 Percutaneous transluminal angioplasty of blood vessel of liver
240,J105,J10.5 Percutaneous transluminal thrombectomy of blood vessel of liver
240,J106,J10.6 Percutaneous transluminal thrombolysis of blood vessel of liver
240,J107,J10.7 Arteriography of hepatic artery
240,J108,J10.8 Other specified transluminal operations on blood vessel of liver
240,J109,J10.9 Unspecified transluminal operations on blood vessel of liver
240,J11,J11 Transjugular intrahepatic operations on blood vessel of liver
240,J111,J11.1 Transjugular intrahepatic angioplasty of portal vein
240,J112,J11.2 Transjugular intrahepatic thrombectomy of portal vein
240,J113,J11.3 Transjugular intrahepatic thrombolysis of portal vein
240,J114,J11.4 Transjugular intrahepatic creation of portosystemic shunt
240,J115,J11.5 Transjugular intrahepatic venography of portal vein
240,J116,J11.6 Transjugular intrahepatic pressure measurements of portal vein
240,J117,J11.7 Transjugular intrahepatic pressure measurements of hepatic vein
240,J118,J11.8 Other specified transjugular intrahepatic operations on blood vessel of liver
240,J119,J11.9 Unspecified transjugular intrahepatic operations on blood vessel of liver
240,J12,J12 Other therapeutic percutaneous operations on liver
240,J121,J12.1 Percutaneous drainage of liver
240,J122,J12.2 Percutaneous removal of calculus from liver
240,J123,J12.3 Selective internal radiotherapy with microspheres to lesion of liver
240,J124,J12.4 Percutaneous radiofrequency ablation of lesion of liver
240,J125,J12.5 Percutaneous thermal ablation of lesion of liver NEC
240,J126,J12.6 Percutaneous chemical ablation of lesion of liver
240,J127,J12.7 Percutaneous microwave ablation of lesion of liver
240,J128,J12.8 Other specified other therapeutic percutaneous operations on liver
240,J129,J12.9 Unspecified other therapeutic percutaneous operations on liver
240,J13,J13 Diagnostic percutaneous operations on liver
240,J131,J13.1 Percutaneous transvascular biopsy of lesion of liver
240,J132,J13.2 Percutaneous biopsy of lesion of liver NEC
240,J138,J13.8 Other specified diagnostic percutaneous operations on liver
240,J139,J13.9 Unspecified diagnostic percutaneous operations on liver
240,J14,J14 Other puncture of liver
240,J141,J14.1 Biopsy of liver NEC
240,J142,J14.2 Aspiration of liver NEC
240,J148,J14.8 Other specified other puncture of liver
240,J149,J14.9 Unspecified other puncture of liver
240,J15,J15 Transluminal insertion of prosthesis into blood vessel of liver
240,J151,J15.1 Percutaneous transluminal insertion of stent graft into hepatic artery
240,J152,J15.2 Percutaneous transluminal insertion of stent into hepatic artery NEC
240,J153,J15.3 Percutaneous transluminal insertion of stent graft into blood vessel of liver NEC
240,J154,J15.4 Percutaneous transluminal insertion of stent into portal vein
240,J155,J15.5 Percutaneous transluminal insertion of stent graft into portal vein
240,J158,J15.8 Other specified transluminal insertion of prosthesis into blood vessel of liver
240,J159,J15.9 Unspecified transluminal insertion of prosthesis into blood vessel of liver
240,J16,J16 Other operations on liver
240,J161,J16.1 Localised perfusion of liver
240,J162,J16.2 Extracorporeal assistance to liver
240,J168,J16.8 Other specified other operations on liver
240,J169,J16.9 Unspecified other operations on liver
240,J17,J17 Endoscopic ultrasound examination of liver
240,J171,J17.1 Endoscopic ultrasound examination of liver and biopsy of lesion of liver
240,J178,J17.8 Other specified endoscopic ultrasound examination of liver
240,J179,J17.9 Unspecified endoscopic ultrasound examination of liver
240,J18,J18 Excision of gall bladder
240,J181,J18.1 Total cholecystectomy and excision of surrounding tissue
240,J182,J18.2 Total cholecystectomy and exploration of common bile duct
240,J183,J18.3 Total cholecystectomy NEC
240,J184,J18.4 Partial cholecystectomy and exploration of common bile duct
240,J185,J18.5 Partial cholecystectomy NEC
240,J188,J18.8 Other specified excision of gall bladder
240,J189,J18.9 Unspecified excision of gall bladder
240,J19,J19 Connection of gall bladder
240,J191,J19.1 Anastomosis of gall bladder to stomach
240,J192,J19.2 Anastomosis of gall bladder to duodenum
240,J193,J19.3 Anastomosis of gall bladder to jejunum
240,J194,J19.4 Anastomosis of gall bladder to intestine NEC
240,J195,J19.5 Revision of anastomosis of gall bladder
240,J196,J19.6 Closure of anastomosis of gall bladder
240,J198,J19.8 Other specified connection of gall bladder
240,J199,J19.9 Unspecified connection of gall bladder
240,J20,J20 Repair of gall bladder
240,J201,J20.1 Closure of fistula of gall bladder
240,J202,J20.2 Closure of cholecystotomy
240,J203,J20.3 Repair of perforation of gall bladder
240,J208,J20.8 Other specified repair of gall bladder
240,J209,J20.9 Unspecified repair of gall bladder
240,J21,J21 Incision of gall bladder
240,J211,J21.1 Open removal of calculus from gall bladder
240,J212,J21.2 Drainage of gall bladder
240,J213,J21.3 Drainage of tissue surrounding gall bladder
240,J218,J21.8 Other specified incision of gall bladder
240,J219,J21.9 Unspecified incision of gall bladder
240,J23,J23 Other open operations on gall bladder
240,J231,J23.1 Excision of lesion of gall bladder
240,J232,J23.2 Open biopsy of lesion of gall bladder
240,J233,J23.3 Exploration of gall bladder
240,J238,J23.8 Other specified other open operations on gall bladder
240,J239,J23.9 Unspecified other open operations on gall bladder
240,J24,J24 Therapeutic percutaneous operations on gall bladder
240,J241,J24.1 Percutaneous drainage of gall bladder
240,J242,J24.2 Percutaneous fragmentation of calculus in gall bladder
240,J243,J24.3 Percutaneous dissolution therapy to calculus in gall bladder
240,J248,J24.8 Other specified therapeutic percutaneous operations on gall bladder
240,J249,J24.9 Unspecified therapeutic percutaneous operations on gall bladder
240,J25,J25 Diagnostic percutaneous operations on gall bladder
240,J251,J25.1 Percutaneous biopsy of lesion of gall bladder
240,J258,J25.8 Other specified diagnostic percutaneous operations on gall bladder
240,J259,J25.9 Unspecified diagnostic percutaneous operations on gall bladder
240,J26,J26 Other operations on gall bladder
240,J261,J26.1 Extracorporeal fragmentation of calculus in gall bladder
240,J268,J26.8 Other specified other operations on gall bladder
240,J269,J26.9 Unspecified other operations on gall bladder
240,J27,J27 Excision of bile duct
240,J271,J27.1 Excision of ampulla of Vater and replantation of common bile duct into duodenum
240,J272,J27.2 Partial excision of bile duct and anastomosis of bile duct to duodenum
240,J273,J27.3 Partial excision of bile duct and anastomosis of bile duct to jejunum
240,J274,J27.4 Partial excision of bile duct and end to end anastomosis of bile duct
240,J275,J27.5 Excision of extrahepatic bile ducts HFQ
240,J278,J27.8 Other specified excision of bile duct
240,J279,J27.9 Unspecified excision of bile duct
240,J28,J28 Extirpation of lesion of bile duct
240,J281,J28.1 Excision of lesion of bile duct
240,J282,J28.2 Destruction of lesion of bile duct
240,J288,J28.8 Other specified extirpation of lesion of bile duct
240,J289,J28.9 Unspecified extirpation of lesion of bile duct
240,J29,J29 Connection of hepatic duct
240,J291,J29.1 Anastomosis of hepatic duct to transposed jejunum and insertion of tubal prosthesis HFQ
240,J292,J29.2 Anastomosis of hepatic duct to jejunum NEC
240,J293,J29.3 Revision of anastomosis of hepatic duct
240,J294,J29.4 Open dilation of anastomosis of hepatic duct
240,J298,J29.8 Other specified connection of hepatic duct
240,J299,J29.9 Unspecified connection of hepatic duct
240,J30,J30 Connection of common bile duct
240,J301,J30.1 Anastomosis of common bile duct to duodenum
240,J302,J30.2 Anastomosis of common bile duct to transposed jejunum
240,J303,J30.3 Anastomosis of common bile duct to jejunum NEC
240,J304,J30.4 Revision of anastomosis of common bile duct
240,J305,J30.5 Open dilation of anastomosis of common bile duct
240,J308,J30.8 Other specified connection of common bile duct
240,J309,J30.9 Unspecified connection of common bile duct
240,J31,J31 Open introduction of prosthesis into bile duct
240,J311,J31.1 Open insertion of tubal prosthesis into both hepatic ducts and common bile duct
240,J312,J31.2 Open insertion of tubal prosthesis into one hepatic duct and common bile duct
240,J313,J31.3 Open renewal of tubal prosthesis in bile duct
240,J314,J31.4 Open removal of tubal prosthesis from bile duct
240,J318,J31.8 Other specified open introduction of prosthesis into bile duct
240,J319,J31.9 Unspecified open introduction of prosthesis into bile duct
240,J32,J32 Repair of bile duct
240,J321,J32.1 Reconstruction of bile duct
240,J322,J32.2 Reanastomosis of bile duct
240,J328,J32.8 Other specified repair of bile duct
240,J329,J32.9 Unspecified repair of bile duct
240,J33,J33 Incision of bile duct
240,J331,J33.1 Open removal of calculus from bile duct and drainage of bile duct
240,J332,J33.2 Open removal of calculus from bile duct NEC
240,J333,J33.3 Drainage of bile duct NEC
240,J338,J33.8 Other specified incision of bile duct
240,J339,J33.9 Unspecified incision of bile duct
240,J34,J34 Plastic repair of sphincter of Oddi using duodenal approach
240,J341,J34.1 Sphincteroplasty of bile duct and pancreatic duct using duodenal approach
240,J342,J34.2 Sphincteroplasty of bile duct using duodenal approach NEC
240,J343,J34.3 Sphincteroplasty of pancreatic duct using duodenal approach NEC
240,J348,J34.8 Other specified plastic repair of sphincter of Oddi using duodenal approach
240,J349,J34.9 Unspecified plastic repair of sphincter of Oddi using duodenal approach
240,J35,J35 Incision of sphincter of Oddi using duodenal approach
240,J351,J35.1 Sphincterotomy of bile duct and pancreatic duct using duodenal approach
240,J352,J35.2 Sphincterotomy of bile duct using duodenal approach NEC
240,J353,J35.3 Sphincterotomy of pancreatic duct using duodenal approach NEC
240,J358,J35.8 Other specified incision of sphincter of Oddi using duodenal approach
240,J359,J35.9 Unspecified incision of sphincter of Oddi using duodenal approach
240,J36,J36 Other operations on ampulla of Vater using duodenal approach
240,J361,J36.1 Excision of ampulla of Vater using duodenal approach
240,J362,J36.2 Biopsy of lesion of ampulla of Vater using duodenal approach
240,J368,J36.8 Other specified other operations on ampulla of Vater using duodenal approach
240,J369,J36.9 Unspecified other operations on ampulla of Vater using duodenal approach
240,J37,J37 Other open operations on bile duct
240,J371,J37.1 Open biopsy of lesion of bile duct
240,J372,J37.2 Operative cholangiography through cystic duct
240,J373,J37.3 Direct puncture operative cholangiography
240,J374,J37.4 Operative choledochoscopy NEC
240,J378,J37.8 Other specified other open operations on bile duct
240,J379,J37.9 Unspecified other open operations on bile duct
240,J38,J38 Endoscopic incision of sphincter of Oddi
240,J381,J38.1 Endoscopic sphincterotomy of sphincter of Oddi and removal of calculus HFQ
240,J382,J38.2 Endoscopic sphincterotomy of sphincter of Oddi and insertion of tubal prosthesis into bile duct
240,J388,J38.8 Other specified endoscopic incision of sphincter of Oddi
240,J389,J38.9 Unspecified endoscopic incision of sphincter of Oddi
240,J39,J39 Other therapeutic endoscopic operations on ampulla of Vater
240,J391,J39.1 Endoscopic sphincterotomy of accessory ampulla of Vater
240,J398,J39.8 Other specified other therapeutic endoscopic operations on ampulla of Vater
240,J399,J39.9 Unspecified other therapeutic endoscopic operations on ampulla of Vater
240,J40,J40 Endoscopic retrograde placement of prosthesis in bile duct
240,J401,J40.1 Endoscopic retrograde insertion of tubal prosthesis into both hepatic ducts
240,J402,J40.2 Endoscopic retrograde insertion of tubal prosthesis into bile duct NEC
240,J403,J40.3 Endoscopic retrograde renewal of tubal prosthesis in bile duct NEC
240,J404,J40.4 Endoscopic retrograde removal of tubal prosthesis from bile duct
240,J405,J40.5 Endoscopic retrograde insertion of expanding covered metal stent into bile duct
240,J406,J40.6 Endoscopic retrograde insertion of expanding metal stent into bile duct NEC
240,J407,J40.7 Endoscopic retrograde renewal of expanding metal stent in bile duct
240,J408,J40.8 Other specified endoscopic retrograde placement of prosthesis in bile duct
240,J409,J40.9 Unspecified endoscopic retrograde placement of prosthesis in bile duct
240,J41,J41 Other therapeutic endoscopic retrograde operations on bile duct
240,J411,J41.1 Endoscopic retrograde extraction of calculus from bile duct
240,J412,J41.2 Endoscopic dilation of bile duct NEC
